"iGEM_ID";"composition";"Locus";"Type";"length"
"BBa_K519020";"BBa_B0034";"44--55";"brick";2835
"BBa_K252002";"LacI binding site";"166--200";"wiggle";200
"BBa_K519022";"BBa_K519010";"62--232";"brick";369
"BBa_K519022";"BBa_B0015";"241--369";"brick";369
"BBa_K519022";"BBa_B0010";"241--320";"brick";369
"BBa_K200012";"OR3";"1--17";"operator";49
"BBa_K519022";"BBa_B0012";"329--369";"brick";369
"BBa_K200012";"OR2";"24--40";"operator";49
"BBa_K519022";"BBa_J23100";"1--35";"brick";369
"BBa_K200012";"OR1";"48--64";"operator";49
"BBa_K519022";"BBa_B0034";"44--55";"brick";369
"BBa_J70300";"-35";"54--60";"reg";82
"BBa_K523007";"BBa_K523003";"627--2660";"brick";2660
"BBa_J70300";"-10";"67--73";"reg";82
"BBa_K523007";"BBa_K523005";"1--618";"brick";2660
"BBa_J70300";"-35";"43--48";"reg";82
"BBa_K523007";"BBa_J33207";"1--600";"brick";2660
"BBa_J70300";"-10";"77--82";"reg";82
"BBa_J70300";"t-c mutation";"16--16";"misc_p";82
"BBa_K523007";"BBa_J15001";"609--618";"brick";2660
"BBa_K523016";"BBa_K118022";"625--2085";"brick";2085
"BBa_J70301";"-35";"73--79";"reg";111
"BBa_K523016";"BBa_J33207";"1--600";"brick";2085
"BBa_J70301";"-10";"94--100";"reg";111
"BBa_K523016";"BBa_J15001";"609--618";"brick";2085
"BBa_J70301";"hrcA binding site";"53--80";"misc_p";111
"BBa_K523017";"BBa_K137113";"625--1248";"brick";1248
"BBa_K238000";"-10 box";"92--98";"r_reg";360
"BBa_K523017";"BBa_J33207";"1--600";"brick";1248
"BBa_K238000";"-35 box";"112--118";"r_reg";360
"BBa_K238000";"- 10 box";"318--324";"reg";360
"BBa_K523017";"BBa_J15001";"609--618";"brick";1248
"BBa_K238000";"-35 box";"294--299";"reg";360
"BBa_K523018";"BBa_K392008";"625--2295";"brick";2295
"BBa_K238000";"RBS";"355--360";"rbs";360
"BBa_K523018";"BBa_J33207";"1--600";"brick";2295
"BBa_K238000";"SpeI site - remove";"178--183";"misc_p";360
"BBa_K523018";"BBa_J15001";"609--618";"brick";2295
"BBa_K238000";"spacer";"300--317";"misc_p";360
"BBa_K523025";"BBa_K523024";"625--3021";"brick";3021
"BBa_K523025";"BBa_J33207";"1--600";"brick";3021
"BBa_K523025";"BBa_J15001";"609--618";"brick";3021
"BBa_K238000";"part of ycgF";"1--53";"protein";360
"BBa_K523027";"BBa_K523026";"625--1950";"brick";1950
"BBa_K523027";"BBa_J33207";"1--600";"brick";1950
"BBa_K238000";"transcription start";"330--331";"rarrow_p";360
"BBa_K523027";"BBa_J15001";"609--618";"brick";1950
"BBa_K238011";"pt -10 box";"167--173";"reg";236
"BBa_K525234";"BBa_K525222";"809--2189";"brick";2189
"BBa_K238011";"pt -35 box";"145--150";"reg";236
"BBa_K238011";"rbs";"231--236";"rbs";236
"BBa_K525234";"BBa_E1010";"129--799";"brick";2189
"BBa_K238011";"vir box";"113--124";"operator";236
"BBa_K525234";"BBa_B0034";"21--33";"brick";2189
"BBa_K238011";"vir box";"133--144";"operator";236
"BBa_K525304";"BBa_K525301";"71--2400";"brick";3120
"BBa_K525304";"BBa_J18932";"2407--3120";"brick";3120
"BBa_K238011";"transcription start";"180--181";"rarrow_p";236
"BBa_K525304";"BBa_B0034";"53--64";"brick";3120
"BBa_K525405";"BBa_K525401";"73--3192";"brick";3921
"BBa_K525405";"BBa_J18931";"3199--3921";"brick";3921
"BBa_K238013";"-10 box";"52--58";"reg";86
"BBa_K525405";"BBa_B0034";"53--64";"brick";3921
"BBa_K238013";"-35 box";"28--33";"reg";86
"BBa_K525512";"BBa_K123001";"418--1701";"brick";1701
"BBa_K238013";"spacer";"34--51";"misc_p";86
"BBa_K525512";"BBa_K123000";"62--391";"brick";1701
"BBa_K525512";"BBa_J23110";"1--35";"brick";1701
"BBa_K525512";"BBa_B0034";"44--55";"brick";1701
"BBa_K238013";"transcription start";"64--65";"rarrow_p";86
"BBa_K525512";"BBa_B0034";"400--411";"brick";1701
"BBa_K242003";"OgrP";"1--71";"misc_p";71
"BBa_K531008";"BBa_K531004";"165--1249";"brick";1617
"BBa_K242005";"Multi LER binding";"11--140";"wiggle";222
"BBa_K531008";"BBa_K531001";"1258--1617";"brick";1617
"BBa_K531008";"BBa_K531002";"1--0";"brick";1617
"BBa_K531009";"BBa_K531004";"96--1180";"brick";1548
"BBa_K242100";"rbs";"55--66";"rbs";76
"BBa_K531009";"BBa_K531001";"1189--1548";"brick";1548
"BBa_K531009";"BBa_K531000";"1--0";"brick";1548
"BBa_K242301";"E.coli promoter";"208--237";"reg";309
"BBa_K531010";"BBa_K531004";"67--1151";"brick";1519
"BBa_K531010";"BBa_K531001";"1160--1519";"brick";1519
"BBa_K531010";"BBa_K081005";"1--58";"brick";1519
"BBa_K531010";"BBa_J23100";"1--35";"brick";1519
"BBa_K270000";"K270000";"138--338";"reg";340
"BBa_K531010";"BBa_B0030";"44--58";"brick";1519
"BBa_K270000";"pWW0";"1--137";"misc_p";340
"BBa_K535005";"BBa_K535002";"210--2093";"brick";2347
"BBa_K535005";"BBa_K535003";"2102--2347";"brick";2347
"BBa_K270000";"UAS";"165--214";"misc_p";340
"BBa_K535005";"BBa_K535004";"1--203";"brick";2347
"BBa_K270000";"IHF";"268--283";"misc_p";340
"BBa_K537009";"BBa_K537003";"44--822";"brick";959
"BBa_K270000";"pWW0";"339--340";"misc_p";340
"BBa_K537009";"BBa_B0015";"831--959";"brick";959
"BBa_K270006";"Pr Promoter";"222--421";"reg";421
"BBa_K537009";"BBa_B0010";"831--910";"brick";959
"BBa_K270006";"pWW0";"1--221";"misc_p";421
"BBa_K537009";"BBa_B0012";"919--959";"brick";959
"BBa_K270006";"IHF";"252--273";"misc_p";421
"BBa_K537009";"BBa_J23119";"1--35";"brick";959
"BBa_K270006";"UAS";"254--270";"misc_p";421
"BBa_K537010";"BBa_K537004";"44--823";"brick";960
"BBa_K270006";"UAS";"284--300";"misc_p";421
"BBa_K188002";"C0012";"13--1140";"brick";1165
"BBa_K537010";"BBa_B0015";"832--960";"brick";960
"BBa_K188002";"B0034";"1--12";"brick";1165
"BBa_K537010";"BBa_B0010";"832--911";"brick";960
"BBa_K188002";"lacI-LVA";"13--1140";"cds";1165
"BBa_K188002";"Help:Barcodes";"1141--1165";"barcode";1165
"BBa_K537010";"BBa_B0012";"920--960";"brick";960
"BBa_K537010";"BBa_J23119";"1--35";"brick";960
"BBa_K188002";"LVA";"1102--1140";"tag";1165
"BBa_K537011";"BBa_K537006";"734--1454";"brick";1583
"BBa_K188028";"C0061";"1--618";"brick";738
"BBa_K537011";"BBa_K537001";"36--733";"brick";1583
"BBa_K188028";"B0014";"644--738";"brick";738
"BBa_K537011";"BBa_B0015";"1455--1583";"brick";1583
"BBa_K188028";"B0011";"693--738";"brick";738
"BBa_K537011";"BBa_B0010";"1455--1534";"brick";1583
"BBa_K188028";"B0012";"644--684";"brick";738
"BBa_K537011";"BBa_B0012";"1543--1583";"brick";1583
"BBa_K188028";"luxI";"1--579";"cds";738
"BBa_K537011";"BBa_J23119";"1--35";"brick";1583
"BBa_K537012";"BBa_K537006";"738--1458";"brick";1587
"BBa_K188028";"Help:Barcodes";"619--643";"barcode";738
"BBa_K537012";"BBa_K537002";"36--737";"brick";1587
"BBa_K188028";"Stop";"677--677";"stop";738
"BBa_K537012";"BBa_B0015";"1459--1587";"brick";1587
"BBa_K537012";"BBa_B0010";"1459--1538";"brick";1587
"BBa_K188028";"T7 TE";"651--670";"h_pin";738
"BBa_K537012";"BBa_B0012";"1547--1587";"brick";1587
"BBa_K188028";"PolyA";"671--684";"polya";738
"BBa_K537012";"BBa_J23119";"1--35";"brick";1587
"BBa_K188028";"LVA";"580--611";"tag";738
"BBa_K537013";"BBa_K537006";"710--1430";"brick";1567
"BBa_K174001";"sigA promoter";"80--123";"reg";215
"BBa_K537013";"BBa_K537007";"44--701";"brick";1567
"BBa_K174001";"rbs";"208--214";"rbs";215
"BBa_K174001";"araR binding site";"154--178";"wiggle";215
"BBa_K537013";"BBa_B0015";"1439--1567";"brick";1567
"BBa_K537013";"BBa_B0010";"1439--1518";"brick";1567
"BBa_K174001";"araR binding site";"32--51";"wiggle";215
"BBa_K537013";"BBa_B0012";"1527--1567";"brick";1567
"BBa_K174004";"pspac promoter";"43--80";"reg";106
"BBa_K174004";"oid - Lac operator";"81--100";"operator";106
"BBa_K537013";"BBa_J23119";"1--35";"brick";1567
"BBa_K174005";"-35";"5--10";"wiggle";126
"BBa_K537014";"BBa_K537008";"44--809";"brick";946
"BBa_K537014";"BBa_B0015";"818--946";"brick";946
"BBa_K174005";"-10";"28--33";"wiggle";126
"BBa_K537014";"BBa_B0010";"818--897";"brick";946
"BBa_K174005";"XylR operator";"43--52";"operator";126
"BBa_K174005";"XylR Operator";"58--67";"operator";126
"BBa_K537014";"BBa_B0012";"906--946";"brick";946
"BBa_K174015";"K174017";"35--205";"brick";205
"BBa_K537014";"BBa_J23119";"1--35";"brick";946
"BBa_K174015";"K174016";"1--26";"brick";205
"BBa_K537015";"BBa_K537000";"36--762";"brick";1570
"BBa_K174015";"cadA promoter";"45--178";"reg";205
"BBa_K537015";"BBa_K537005";"763--1441";"brick";1570
"BBa_K174015";"sigA -35";"52--57";"wiggle";205
"BBa_K537015";"BBa_B0015";"1442--1570";"brick";1570
"BBa_K174015";"sigA -10";"76--81";"wiggle";205
"BBa_K537015";"BBa_B0010";"1442--1521";"brick";1570
"BBa_K174015";"ArsR binding site";"9--26";"operator";205
"BBa_K537015";"BBa_B0012";"1530--1570";"brick";1570
"BBa_K174015";"CzrA binding site";"90--120";"operator";205
"BBa_K537015";"BBa_J23119";"1--35";"brick";1570
"BBa_K537016";"BBa_K537005";"694--1372";"brick";1501
"BBa_K174016";"ArsR binding site";"9--26";"operator";26
"BBa_K537016";"BBa_K537007";"36--693";"brick";1501
"BBa_K174017";"cadA promoter";"11--144";"reg";171
"BBa_K537016";"BBa_B0015";"1373--1501";"brick";1501
"BBa_K174017";"sigA -35";"18--23";"wiggle";171
"BBa_K537016";"BBa_B0010";"1373--1452";"brick";1501
"BBa_K174017";"sigA -10";"42--47";"wiggle";171
"BBa_K537016";"BBa_B0012";"1461--1501";"brick";1501
"BBa_K537016";"BBa_J23119";"1--35";"brick";1501
"BBa_K174017";"CzrA binding site";"56--86";"operator";171
"BBa_K538210";"BBa_K538001";"550--2199";"brick";11
"BBa_K104002";"Prom_spaRK";"1--117";"reg";117
"BBa_K538210";"BBa_K538000";"227--523";"brick";11
"BBa_K538210";"BBa_R0010";"1--200";"brick";11
"BBa_K104008";"pspaS";"1--79";"reg";79
"BBa_K538210";"BBa_B0034";"209--220";"brick";11
"BBa_K538210";"BBa_B0034";"532--543";"brick";11
"BBa_K256000";"pNO";"1--186";"reg";186
"BBa_K538211";"BBa_K538001";"227--1876";"brick";11
"BBa_K257000";"+1";"71--71";"misc_p";104
"BBa_K538211";"BBa_K538000";"1903--2199";"brick";11
"BBa_K538211";"BBa_R0010";"1--200";"brick";11
"BBa_K257000";"-35";"36--41";"operator";104
"BBa_K538211";"BBa_B0034";"209--220";"brick";11
"BBa_K257000";"-10";"57--62";"operator";104
"BBa_K538211";"BBa_B0034";"1885--1896";"brick";11
"BBa_K538310";"BBa_K538001";"480--2129";"brick";11
"BBa_K228004";"NahR";"1--903";"r_cds";1052
"BBa_K538310";"BBa_K538000";"157--453";"brick";11
"BBa_K228004";"Pr promoter";"904--993";"r_reg";1052
"BBa_K538310";"BBa_K206000";"1--130";"brick";11
"BBa_K228004";"pSal";"982--1050";"reg";1052
"BBa_K538310";"BBa_B0034";"139--150";"brick";11
"BBa_K228009";"K228008";"1--1141";"brick";1279
"BBa_K228009";"K228006";"47--1141";"brick";1279
"BBa_K538310";"BBa_B0034";"462--473";"brick";11
"BBa_K228009";"C0080";"65--979";"brick";1279
"BBa_K538311";"BBa_K538001";"157--1806";"brick";11
"BBa_K228009";"I13453";"1150--1279";"brick";1279
"BBa_K538311";"BBa_K538000";"1833--2129";"brick";11
"BBa_K228009";"I13453";"1150--1279";"brick";1279
"BBa_K538311";"BBa_K206000";"1--130";"brick";11
"BBa_K228009";"B0010";"1013--1092";"brick";1279
"BBa_K538311";"BBa_B0034";"139--150";"brick";11
"BBa_K228009";"B0012";"1101--1141";"brick";1279
"BBa_K538311";"BBa_B0034";"1815--1826";"brick";11
"BBa_K539151";"BBa_K346090";"1--3428";"brick";4767
"BBa_K228009";"I14033";"1--38";"brick";1279
"BBa_K539151";"BBa_K274100";"44--3428";"brick";4767
"BBa_K228009";"barcode";"980--1004";"brick";1279
"BBa_K539151";"BBa_K118003";"1947--3428";"brick";4767
"BBa_K228009";"B0034";"47--58";"brick";1279
"BBa_K539151";"BBa_K539138";"3437--4767";"brick";4767
"BBa_K539151";"BBa_K118008";"3495--4646";"brick";4767
"BBa_K228009";"araC";"65--940";"cds";1279
"BBa_K539151";"BBa_K539119";"3495--4646";"brick";4767
"BBa_K228009";"Stop";"1134--1134";"stop";1279
"BBa_K539151";"BBa_K118002";"990--1922";"brick";4767
"BBa_K228009";"-35";"4--9";"reg";1279
"BBa_K539151";"BBa_I742151";"54--965";"brick";4767
"BBa_K228009";"-10";"27--32";"reg";1279
"BBa_K539151";"BBa_J61048";"4655--4767";"brick";4767
"BBa_K539151";"BBa_K115002";"3437--3488";"brick";4767
"BBa_K228009";"T7 TE";"1108--1127";"h_pin";1279
"BBa_K539151";"BBa_J23103";"1--35";"brick";4767
"BBa_K228009";"P(Cat)";"1--38";"operator";1279
"BBa_K539151";"BBa_J15001";"974--983";"brick";4767
"BBa_K228009";"PolyA";"1128--1141";"polya";1279
"BBa_K539151";"BBa_J15001";"1931--1940";"brick";4767
"BBa_K228009";"LVA";"941--973";"tag";1279
"BBa_K539151";"BBa_K118012";"44--47";"brick";4767
"BBa_K539563";"BBa_K539558";"552--2594";"brick";2594
"BBa_K180000";"Ptac";"1325--1352";"reg";1447
"BBa_K539563";"BBa_C0012";"570--1697";"brick";2594
"BBa_K180000";"lacIq";"1--1082";"protein";1447
"BBa_K539563";"BBa_K332033";"1731--2594";"brick";2594
"BBa_K223044";"K223040";"21--526";"brick";776
"BBa_K539563";"BBa_C0040";"1789--2473";"brick";2594
"BBa_K223044";"K223041";"672--776";"brick";776
"BBa_K539563";"BBa_K539513";"1--543";"brick";2594
"BBa_K223044";"B0010";"535--614";"brick";776
"BBa_K539563";"BBa_J61048";"2482--2594";"brick";2594
"BBa_K223044";"B0012";"623--663";"brick";776
"BBa_K539563";"BBa_K115002";"1731--1782";"brick";2594
"BBa_K223044";"B0034";"1--12";"brick";776
"BBa_K539563";"BBa_B0034";"552--563";"brick";2594
"BBa_K539653";"BBa_K539624";"1--1872";"brick";2744
"BBa_K223044";"Stop";"656--656";"stop";776
"BBa_K539653";"BBa_K539712";"22--1872";"brick";2744
"BBa_K539653";"BBa_K332033";"1881--2744";"brick";2744
"BBa_K539653";"BBa_C0040";"1939--2623";"brick";2744
"BBa_K223044";"T7 TE";"630--649";"h_pin";776
"BBa_K539653";"BBa_J61048";"2632--2744";"brick";2744
"BBa_K539653";"BBa_K115002";"1881--1932";"brick";2744
"BBa_K223044";"PolyA";"650--663";"polya";776
"BBa_K539653";"BBa_B0030";"1--15";"brick";2744
"BBa_K179000";"XRE";"1--14";"dna";42
"BBa_K539654";"BBa_K539625";"1--1870";"brick";2742
"BBa_K179000";"XRE";"15--28";"dna";42
"BBa_K539654";"BBa_K539712";"20--1870";"brick";2742
"BBa_K179000";"XRE";"29--41";"dna";42
"BBa_K539654";"BBa_K332033";"1879--2742";"brick";2742
"BBa_K193206";"T7";"1--23";"reg";78
"BBa_K539654";"BBa_C0040";"1937--2621";"brick";2742
"BBa_K175008";"R0010";"1--200";"brick";439
"BBa_K539654";"BBa_J61048";"2630--2742";"brick";2742
"BBa_K175008";"J23008";"209--302";"brick";439
"BBa_K539654";"BBa_K115002";"1879--1930";"brick";2742
"BBa_K539654";"BBa_B0032";"1--13";"brick";2742
"BBa_K175008";"B0010";"311--390";"brick";439
"BBa_K539655";"BBa_K539626";"1--1869";"brick";2741
"BBa_K175008";"B0012";"399--439";"brick";439
"BBa_K539655";"BBa_K539712";"19--1869";"brick";2741
"BBa_K539655";"BBa_K332033";"1878--2741";"brick";2741
"BBa_K539655";"BBa_C0040";"1936--2620";"brick";2741
"BBa_K175008";"Stop";"432--432";"stop";439
"BBa_K539655";"BBa_J61048";"2629--2741";"brick";2741
"BBa_K175008";"-35";"137--142";"reg";439
"BBa_K539655";"BBa_K115002";"1878--1929";"brick";2741
"BBa_K175008";"-10";"161--166";"reg";439
"BBa_K539655";"BBa_B0034";"1--12";"brick";2741
"BBa_K175008";"CAP binding site";"89--126";"wiggle";439
"BBa_K539673";"BBa_K539641";"1--3373";"brick";4245
"BBa_K175008";"LacI binding site";"166--200";"wiggle";439
"BBa_K539673";"BBa_K539625";"1504--3373";"brick";4245
"BBa_K539673";"BBa_K539712";"1523--3373";"brick";4245
"BBa_K175008";"T7 TE";"406--425";"h_pin";439
"BBa_K539673";"BBa_K539622";"1--1495";"brick";4245
"BBa_K175008";"PolyA";"426--439";"polya";439
"BBa_K539673";"BBa_K539711";"20--1495";"brick";4245
"BBa_K175020";"K175017";"227--1048";"brick";1048
"BBa_K539673";"BBa_K332033";"3382--4245";"brick";4245
"BBa_K175020";"C0040";"227--911";"brick";1048
"BBa_K539673";"BBa_C0040";"3440--4124";"brick";4245
"BBa_K175020";"K175016";"1--220";"brick";1048
"BBa_K539673";"BBa_J61048";"4133--4245";"brick";4245
"BBa_K175020";"R0010";"1--200";"brick";1048
"BBa_K539673";"BBa_K115002";"3382--3433";"brick";4245
"BBa_K175020";"B0015";"920--1048";"brick";1048
"BBa_K539673";"BBa_B0032";"1--13";"brick";4245
"BBa_K175020";"B0010";"920--999";"brick";1048
"BBa_K539673";"BBa_B0032";"1504--1516";"brick";4245
"BBa_K175020";"B0012";"1008--1048";"brick";1048
"BBa_K539674";"BBa_K539642";"1--3377";"brick";4249
"BBa_K175020";"B0034";"209--220";"brick";1048
"BBa_K539674";"BBa_K539624";"1506--3377";"brick";4249
"BBa_K175020";"tetR";"230--846";"cds";1048
"BBa_K539674";"BBa_K539712";"1527--3377";"brick";4249
"BBa_K539674";"BBa_K539621";"1--1497";"brick";4249
"BBa_K175020";"Help:Barcodes";"887--911";"barcode";1048
"BBa_K539674";"BBa_K539711";"22--1497";"brick";4249
"BBa_K175020";"Stop";"1041--1041";"stop";1048
"BBa_K539674";"BBa_K332033";"3386--4249";"brick";4249
"BBa_K539674";"BBa_C0040";"3444--4128";"brick";4249
"BBa_K175020";"-35";"137--142";"reg";1048
"BBa_K539674";"BBa_J61048";"4137--4249";"brick";4249
"BBa_K175020";"-10";"161--166";"reg";1048
"BBa_K539674";"BBa_K115002";"3386--3437";"brick";4249
"BBa_K175020";"CAP binding site";"89--126";"wiggle";1048
"BBa_K539674";"BBa_B0030";"1--15";"brick";4249
"BBa_K175020";"LacI binding site";"166--200";"wiggle";1048
"BBa_K539674";"BBa_B0030";"1506--1520";"brick";4249
"BBa_K539741";"BBa_K539714";"81--1727";"brick";1848
"BBa_K175020";"T7 TE";"1015--1034";"h_pin";1048
"BBa_K539741";"BBa_J61048";"1736--1848";"brick";1848
"BBa_K175020";"PolyA";"1035--1048";"polya";1048
"BBa_K539741";"BBa_R0040";"1--54";"brick";1848
"BBa_K175020";"SsrA";"847--880";"tag";1048
"BBa_K539741";"BBa_B0034";"63--74";"brick";1848
"BBa_K175021";"K175009";"1--881";"brick";1730
"BBa_K541024";"BBa_K541020";"546--1523";"brick";1523
"BBa_K175021";"K175015";"888--1730";"brick";1730
"BBa_K541024";"BBa_K541013";"669--1523";"brick";1523
"BBa_K175021";"K081013";"63--881";"brick";1730
"BBa_K541024";"BBa_K541001";"1--537";"brick";1523
"BBa_K175021";"C0051";"84--858";"brick";1730
"BBa_K541024";"BBa_K143053";"1--117";"brick";1523
"BBa_K175021";"E1010";"888--1593";"brick";1730
"BBa_K541024";"BBa_K143012";"1--97";"brick";1523
"BBa_K175021";"B0015";"1602--1730";"brick";1730
"BBa_K541024";"BBa_K143012";"546--642";"brick";1523
"BBa_K175021";"B0010";"1602--1681";"brick";1730
"BBa_K541024";"BBa_K143021";"106--117";"brick";1523
"BBa_K175021";"R0040";"1--54";"brick";1730
"BBa_K541024";"BBa_K143021";"651--662";"brick";1523
"BBa_K541025";"BBa_K541021";"1--1086";"brick";1631
"BBa_K175021";"B0012";"1690--1730";"brick";1730
"BBa_K541025";"BBa_K541013";"232--1086";"brick";1631
"BBa_K175021";"B0030";"63--77";"brick";1730
"BBa_K541025";"BBa_K541001";"1095--1631";"brick";1631
"BBa_K175021";"B0030";"867--881";"brick";1730
"BBa_K541025";"BBa_K541017";"1--225";"brick";1631
"BBa_K175021";"cI lambda";"87--794";"cds";1730
"BBa_K541025";"BBa_K143053";"1095--1211";"brick";1631
"BBa_K175021";"mrfp1";"888--1562";"cds";1730
"BBa_K541025";"BBa_K143012";"1--97";"brick";1631
"BBa_K175021";"Help:Barcodes";"834--858";"barcode";1730
"BBa_K541025";"BBa_K143012";"1095--1191";"brick";1631
"BBa_K175021";"Help:Barcodes";"1569--1593";"barcode";1730
"BBa_K541025";"BBa_K143021";"106--117";"brick";1631
"BBa_K175021";"Stop";"1723--1723";"stop";1730
"BBa_K541025";"BBa_K143021";"1200--1211";"brick";1631
"BBa_K175021";"-35";"20--25";"reg";1730
"BBa_K541026";"BBa_K541020";"1--978";"brick";1529
"BBa_K175021";"-10";"43--48";"reg";1730
"BBa_K541026";"BBa_K541013";"124--978";"brick";1529
"BBa_K175021";"RBS-1\Strong";"63--77";"rbs";1730
"BBa_K541026";"BBa_K541019";"987--1529";"brick";1529
"BBa_K175021";"RBS-1\Strong";"867--881";"rbs";1730
"BBa_K541026";"BBa_K541015";"1218--1529";"brick";1529
"BBa_K175021";"RBS";"70--74";"rbs";1730
"BBa_K541026";"BBa_K541017";"987--1211";"brick";1529
"BBa_K541026";"BBa_K143012";"1--97";"brick";1529
"BBa_K175021";"RBS";"874--878";"rbs";1730
"BBa_K541026";"BBa_K143012";"987--1083";"brick";1529
"BBa_K541026";"BBa_K143021";"106--117";"brick";1529
"BBa_K175021";"TetR 1";"1--19";"wiggle";1730
"BBa_K541026";"BBa_K143021";"1092--1103";"brick";1529
"BBa_K175021";"TetR 2";"26--44";"wiggle";1730
"BBa_K541027";"BBa_K541021";"1--1086";"brick";1637
"BBa_K541027";"BBa_K541013";"232--1086";"brick";1637
"BBa_K175021";"T7 TE";"1697--1716";"h_pin";1730
"BBa_K541027";"BBa_K541019";"1095--1637";"brick";1637
"BBa_K541027";"BBa_K541015";"1326--1637";"brick";1637
"BBa_K175021";"PolyA";"1717--1730";"polya";1730
"BBa_K541027";"BBa_K541017";"1--225";"brick";1637
"BBa_K541027";"BBa_K541017";"1095--1319";"brick";1637
"BBa_K175021";"LVA";"795--827";"tag";1730
"BBa_K541027";"BBa_K143012";"1--97";"brick";1637
"BBa_K175022";"E0040";"111--830";"brick";967
"BBa_K541027";"BBa_K143012";"1095--1191";"brick";1637
"BBa_K175022";"B0010";"839--918";"brick";967
"BBa_K175022";"R0040";"1--54";"brick";967
"BBa_K541027";"BBa_K143021";"106--117";"brick";1637
"BBa_K541027";"BBa_K143021";"1200--1211";"brick";1637
"BBa_K175022";"J23031";"63--104";"brick";967
"BBa_K541028";"BBa_K541022";"1--1012";"brick";1787
"BBa_K175022";"B0012";"927--967";"brick";967
"BBa_K541028";"BBa_K541013";"158--1012";"brick";1787
"BBa_K175022";"Stop";"960--960";"stop";967
"BBa_K541028";"BBa_K541018";"1021--1787";"brick";1787
"BBa_K175022";"-35";"20--25";"reg";967
"BBa_K541028";"BBa_K541016";"1021--1469";"brick";1787
"BBa_K175022";"-10";"43--48";"reg";967
"BBa_K541028";"BBa_K541015";"1476--1787";"brick";1787
"BBa_K175022";"TetR 1";"1--19";"wiggle";967
"BBa_K541028";"BBa_R0010";"1021--1220";"brick";1787
"BBa_K175022";"TetR 2";"26--44";"wiggle";967
"BBa_K541028";"BBa_K541014";"1--151";"brick";1787
"BBa_K541028";"BBa_J23100";"1--35";"brick";1787
"BBa_K175022";"T7 TE";"934--953";"h_pin";967
"BBa_K541028";"BBa_B0034";"44--55";"brick";1787
"BBa_K175022";"PolyA";"954--967";"polya";967
"BBa_K541028";"BBa_B0034";"1229--1240";"brick";1787
"BBa_K175022";"GFP protein";"111--830";"protein";967
"BBa_K541029";"BBa_K541023";"1--1310";"brick";2085
"BBa_K175023";"K175019";"111--1022";"brick";1022
"BBa_K541029";"BBa_K541013";"462--1310";"brick";2085
"BBa_K175023";"C0051";"111--885";"brick";1022
"BBa_K541029";"BBa_K541018";"1319--2085";"brick";2085
"BBa_K175023";"B0015";"894--1022";"brick";1022
"BBa_K541029";"BBa_K541016";"1--455";"brick";2085
"BBa_K175023";"K175013";"1--104";"brick";1022
"BBa_K541029";"BBa_K541016";"1319--1767";"brick";2085
"BBa_K175023";"B0010";"894--973";"brick";1022
"BBa_K541029";"BBa_K541015";"1774--2085";"brick";2085
"BBa_K175023";"R0040";"1--54";"brick";1022
"BBa_K541029";"BBa_R0010";"1--200";"brick";2085
"BBa_K175023";"J23031";"63--104";"brick";1022
"BBa_K541029";"BBa_R0010";"1319--1518";"brick";2085
"BBa_K175023";"B0012";"982--1022";"brick";1022
"BBa_K541029";"BBa_B0034";"209--220";"brick";2085
"BBa_K541029";"BBa_B0034";"1527--1538";"brick";2085
"BBa_K175023";"cI lambda";"114--821";"cds";1022
"BBa_K542009";"BBa_K346007";"227--3346";"brick";3346
"BBa_K175023";"Help:Barcodes";"861--885";"barcode";1022
"BBa_K542009";"BBa_J04500";"1--220";"brick";3346
"BBa_K175023";"Stop";"1015--1015";"stop";1022
"BBa_K542009";"BBa_R0010";"1--200";"brick";3346
"BBa_K542009";"BBa_B0034";"209--220";"brick";3346
"BBa_K175023";"-35";"20--25";"reg";1022
"BBa_K543010";"BBa_K317037";"44--1042";"brick";1918
"BBa_K175023";"-10";"43--48";"reg";1022
"BBa_K543010";"BBa_K283030";"1051--1918";"brick";1918
"BBa_K175023";"TetR 1";"1--19";"wiggle";1022
"BBa_K543010";"BBa_C0062";"62--817";"brick";1918
"BBa_K175023";"TetR 2";"26--44";"wiggle";1022
"BBa_K543010";"BBa_K283008";"1069--1781";"brick";1918
"BBa_K543010";"BBa_K094100";"1069--1763";"brick";1918
"BBa_K175023";"T7 TE";"989--1008";"h_pin";1022
"BBa_K543010";"BBa_B0015";"851--979";"brick";1918
"BBa_K175023";"PolyA";"1009--1022";"polya";1022
"BBa_K543010";"BBa_B0010";"851--930";"brick";1918
"BBa_K175023";"LVA";"822--854";"tag";1022
"BBa_K543010";"BBa_B0010";"1790--1869";"brick";1918
"BBa_K175024";"E0040";"559--1278";"brick";1415
"BBa_K543010";"BBa_R0062";"988--1042";"brick";1918
"BBa_K175024";"R0010";"1--200";"brick";1415
"BBa_K543010";"BBa_B0012";"939--979";"brick";1918
"BBa_K175024";"J23008";"209--302";"brick";1415
"BBa_K543010";"BBa_B0012";"1878--1918";"brick";1918
"BBa_K175024";"I12006";"448--529";"brick";1415
"BBa_K543010";"BBa_J23100";"1--35";"brick";1918
"BBa_K175024";"B0010";"311--390";"brick";1415
"BBa_K543010";"BBa_B0034";"44--55";"brick";1918
"BBa_K175024";"B0010";"1287--1366";"brick";1415
"BBa_K543010";"BBa_B0034";"1051--1062";"brick";1918
"BBa_K175024";"B0012";"399--439";"brick";1415
